'Time and date','Cz..'
'[16:15:12.844 12/08/2009]',64.000
'[16:15:12.850 12/08/2009]',95.000
'[16:15:12.856 12/08/2009]',172.000
'[16:15:12.863 12/08/2009]',152.000
'[16:15:12.869 12/08/2009]',103.000
'[16:15:12.875 12/08/2009]',74.000
'[16:15:12.881 12/08/2009]',67.000
'[16:15:12.888 12/08/2009]',75.000
'[16:15:12.894 12/08/2009]',106.000
'[16:15:12.900 12/08/2009]',53.000
'[16:15:12.906 12/08/2009]',76.000
'[16:15:12.913 12/08/2009]',59.000
'[16:15:12.919 12/08/2009]',61.000
'[16:15:12.925 12/08/2009]',45.000
'[16:15:12.931 12/08/2009]',22.000
'[16:15:12.938 12/08/2009]',21.000
'[16:15:12.944 12/08/2009]',13.000
'[16:15:12.950 12/08/2009]',5.000
'[16:15:12.956 12/08/2009]',23.000
'[16:15:12.963 12/08/2009]',5.000
'[16:15:12.969 12/08/2009]',-18.000
'[16:15:12.975 12/08/2009]',4.000
'[16:15:12.981 12/08/2009]',-29.000
'[16:15:12.988 12/08/2009]',-15.000
'[16:15:12.994 12/08/2009]',-14.000
'[16:15:13.000 12/08/2009]',-14.000
'[16:15:13.006 12/08/2009]',-16.000
'[16:15:13.013 12/08/2009]',-39.000
'[16:15:13.019 12/08/2009]',-37.000
'[16:15:13.025 12/08/2009]',-1.000
'[16:15:13.031 12/08/2009]',5.000
'[16:15:13.038 12/08/2009]',-2.000
'[16:15:13.044 12/08/2009]',-2.000
'[16:15:13.050 12/08/2009]',16.000
'[16:15:13.056 12/08/2009]',30.000
'[16:15:13.063 12/08/2009]',24.000
'[16:15:13.069 12/08/2009]',70.000
'[16:15:13.075 12/08/2009]',42.000
'[16:15:13.081 12/08/2009]',29.000
'[16:15:13.088 12/08/2009]',14.000
'[16:15:13.094 12/08/2009]',34.000
'[16:15:13.100 12/08/2009]',23.000
'[16:15:13.106 12/08/2009]',14.000
'[16:15:13.113 12/08/2009]',16.000
'[16:15:13.119 12/08/2009]',-1.000
'[16:15:13.125 12/08/2009]',13.000
'[16:15:13.131 12/08/2009]',1.000
'[16:15:13.138 12/08/2009]',-6.000
'[16:15:13.144 12/08/2009]',-2.000
'[16:15:13.150 12/08/2009]',-21.000
'[16:15:13.156 12/08/2009]',-3.000
'[16:15:13.163 12/08/2009]',-2.000
'[16:15:13.169 12/08/2009]',-14.000
'[16:15:13.175 12/08/2009]',-3.000
'[16:15:13.181 12/08/2009]',-13.000
'[16:15:13.188 12/08/2009]',-15.000
'[16:15:13.194 12/08/2009]',-8.000
'[16:15:13.200 12/08/2009]',1.000
'[16:15:13.206 12/08/2009]',-2.000
'[16:15:13.213 12/08/2009]',0.000
'[16:15:13.219 12/08/2009]',4.000
'[16:15:13.225 12/08/2009]',23.000
'[16:15:13.231 12/08/2009]',36.000
'[16:15:13.238 12/08/2009]',45.000
'[16:15:13.244 12/08/2009]',46.000
'[16:15:13.250 12/08/2009]',24.000
'[16:15:13.256 12/08/2009]',31.000
'[16:15:13.263 12/08/2009]',13.000
'[16:15:13.269 12/08/2009]',-21.000
'[16:15:13.275 12/08/2009]',-6.000
'[16:15:13.281 12/08/2009]',-40.000
'[16:15:13.288 12/08/2009]',-43.000
'[16:15:13.294 12/08/2009]',-39.000
'[16:15:13.300 12/08/2009]',-61.000
'[16:15:13.306 12/08/2009]',-61.000
'[16:15:13.313 12/08/2009]',-55.000
'[16:15:13.319 12/08/2009]',-66.000
'[16:15:13.325 12/08/2009]',-44.000
'[16:15:13.331 12/08/2009]',-60.000
'[16:15:13.338 12/08/2009]',-68.000
'[16:15:13.344 12/08/2009]',-50.000
'[16:15:13.350 12/08/2009]',-65.000
'[16:15:13.356 12/08/2009]',-57.000
'[16:15:13.363 12/08/2009]',-43.000
'[16:15:13.369 12/08/2009]',-20.000
'[16:15:13.375 12/08/2009]',4.000
'[16:15:13.381 12/08/2009]',3.000
'[16:15:13.388 12/08/2009]',16.000
'[16:15:13.394 12/08/2009]',26.000
'[16:15:13.400 12/08/2009]',-2.000
'[16:15:13.406 12/08/2009]',-29.000
'[16:15:13.413 12/08/2009]',-49.000
'[16:15:13.419 12/08/2009]',-35.000
'[16:15:13.425 12/08/2009]',-37.000
'[16:15:13.431 12/08/2009]',-23.000
'[16:15:13.438 12/08/2009]',-39.000
'[16:15:13.444 12/08/2009]',-23.000
'[16:15:13.450 12/08/2009]',-22.000
'[16:15:13.456 12/08/2009]',-25.000
'[16:15:13.463 12/08/2009]',-23.000
'[16:15:13.469 12/08/2009]',-13.000
'[16:15:13.475 12/08/2009]',-10.000
'[16:15:13.481 12/08/2009]',-20.000
'[16:15:13.488 12/08/2009]',-31.000
'[16:15:13.494 12/08/2009]',-10.000
'[16:15:13.500 12/08/2009]',-23.000
'[16:15:13.506 12/08/2009]',2.000
'[16:15:13.513 12/08/2009]',2.000
'[16:15:13.519 12/08/2009]',19.000
'[16:15:13.525 12/08/2009]',30.000
'[16:15:13.531 12/08/2009]',26.000
'[16:15:13.538 12/08/2009]',18.000
'[16:15:13.544 12/08/2009]',13.000
'[16:15:13.550 12/08/2009]',-8.000
'[16:15:13.556 12/08/2009]',-8.000
'[16:15:13.563 12/08/2009]',-15.000
'[16:15:13.569 12/08/2009]',-20.000
'[16:15:13.575 12/08/2009]',-11.000
'[16:15:13.581 12/08/2009]',5.000
'[16:15:13.588 12/08/2009]',-14.000
'[16:15:13.594 12/08/2009]',-8.000
'[16:15:13.600 12/08/2009]',-9.000
'[16:15:13.606 12/08/2009]',2.000
'[16:15:13.613 12/08/2009]',-2.000
'[16:15:13.619 12/08/2009]',-11.000
'[16:15:13.625 12/08/2009]',-14.000
'[16:15:13.631 12/08/2009]',-35.000
'[16:15:13.638 12/08/2009]',-37.000
'[16:15:13.644 12/08/2009]',-50.000
'[16:15:13.650 12/08/2009]',-48.000
'[16:15:13.656 12/08/2009]',-51.000
'[16:15:13.663 12/08/2009]',-53.000
'[16:15:13.669 12/08/2009]',-60.000
'[16:15:13.675 12/08/2009]',-37.000
'[16:15:13.681 12/08/2009]',-48.000
'[16:15:13.688 12/08/2009]',-31.000
'[16:15:13.694 12/08/2009]',-3.000
'[16:15:13.700 12/08/2009]',2.000
'[16:15:13.706 12/08/2009]',67.000
'[16:15:13.713 12/08/2009]',119.000
'[16:15:13.719 12/08/2009]',119.000
'[16:15:13.725 12/08/2009]',69.000
'[16:15:13.731 12/08/2009]',33.000
'[16:15:13.738 12/08/2009]',-14.000
'[16:15:13.744 12/08/2009]',-10.000
'[16:15:13.750 12/08/2009]',-8.000
'[16:15:13.756 12/08/2009]',-11.000
'[16:15:13.763 12/08/2009]',-11.000
'[16:15:13.769 12/08/2009]',-35.000
'[16:15:13.775 12/08/2009]',-36.000
'[16:15:13.781 12/08/2009]',-35.000
'[16:15:13.788 12/08/2009]',-58.000
'[16:15:13.794 12/08/2009]',-43.000
'[16:15:13.800 12/08/2009]',-46.000
'[16:15:13.806 12/08/2009]',-46.000
'[16:15:13.813 12/08/2009]',-40.000
'[16:15:13.819 12/08/2009]',-24.000
'[16:15:13.825 12/08/2009]',19.000
'[16:15:13.831 12/08/2009]',3.000
'[16:15:13.838 12/08/2009]',-18.000
'[16:15:13.844 12/08/2009]',-14.000
'[16:15:13.850 12/08/2009]',-38.000
'[16:15:13.856 12/08/2009]',-7.000
'[16:15:13.863 12/08/2009]',-6.000
'[16:15:13.869 12/08/2009]',-15.000
'[16:15:13.875 12/08/2009]',-16.000
'[16:15:13.881 12/08/2009]',-34.000
'[16:15:13.888 12/08/2009]',-38.000
'[16:15:13.894 12/08/2009]',-23.000
'[16:15:13.900 12/08/2009]',-47.000
'[16:15:13.906 12/08/2009]',-14.000
'[16:15:13.913 12/08/2009]',-9.000
'[16:15:13.919 12/08/2009]',-17.000
'[16:15:13.925 12/08/2009]',10.000
'[16:15:13.931 12/08/2009]',18.000
'[16:15:13.938 12/08/2009]',15.000
'[16:15:13.944 12/08/2009]',17.000
'[16:15:13.950 12/08/2009]',20.000
'[16:15:13.956 12/08/2009]',45.000
'[16:15:13.963 12/08/2009]',46.000
'[16:15:13.969 12/08/2009]',50.000
'[16:15:13.975 12/08/2009]',46.000
'[16:15:13.981 12/08/2009]',41.000
'[16:15:13.988 12/08/2009]',44.000
'[16:15:13.994 12/08/2009]',37.000
'[16:15:14.000 12/08/2009]',-10.000
'[16:15:14.006 12/08/2009]',0.000
'[16:15:14.013 12/08/2009]',9.000
'[16:15:14.019 12/08/2009]',-17.000
'[16:15:14.025 12/08/2009]',-2.000
'[16:15:14.031 12/08/2009]',-18.000
'[16:15:14.038 12/08/2009]',-33.000
'[16:15:14.044 12/08/2009]',-48.000
'[16:15:14.050 12/08/2009]',-56.000
'[16:15:14.056 12/08/2009]',-39.000
'[16:15:14.063 12/08/2009]',-30.000
'[16:15:14.069 12/08/2009]',-37.000
'[16:15:14.075 12/08/2009]',-50.000
'[16:15:14.081 12/08/2009]',-62.000
'[16:15:14.088 12/08/2009]',-58.000
'[16:15:14.094 12/08/2009]',-40.000
'[16:15:14.100 12/08/2009]',-24.000
'[16:15:14.106 12/08/2009]',8.000
'[16:15:14.113 12/08/2009]',-2.000
'[16:15:14.119 12/08/2009]',4.000
'[16:15:14.125 12/08/2009]',26.000
'[16:15:14.131 12/08/2009]',25.000
'[16:15:14.138 12/08/2009]',6.000
'[16:15:14.144 12/08/2009]',13.000
'[16:15:14.150 12/08/2009]',-23.000
'[16:15:14.156 12/08/2009]',14.000
'[16:15:14.163 12/08/2009]',27.000
'[16:15:14.169 12/08/2009]',11.000
'[16:15:14.175 12/08/2009]',5.000
'[16:15:14.181 12/08/2009]',-7.000
'[16:15:14.188 12/08/2009]',-5.000
'[16:15:14.194 12/08/2009]',-23.000
'[16:15:14.200 12/08/2009]',-52.000
'[16:15:14.206 12/08/2009]',-14.000
'[16:15:14.213 12/08/2009]',-11.000
'[16:15:14.219 12/08/2009]',-15.000
'[16:15:14.225 12/08/2009]',3.000
'[16:15:14.231 12/08/2009]',1.000
'[16:15:14.238 12/08/2009]',3.000
'[16:15:14.244 12/08/2009]',-22.000
'[16:15:14.250 12/08/2009]',-43.000
'[16:15:14.256 12/08/2009]',-25.000
'[16:15:14.263 12/08/2009]',-31.000
'[16:15:14.269 12/08/2009]',-44.000
'[16:15:14.275 12/08/2009]',-26.000
'[16:15:14.281 12/08/2009]',-1.000
'[16:15:14.288 12/08/2009]',-2.000
'[16:15:14.294 12/08/2009]',24.000
'[16:15:14.300 12/08/2009]',8.000
'[16:15:14.306 12/08/2009]',22.000
'[16:15:14.313 12/08/2009]',24.000
'[16:15:14.319 12/08/2009]',-2.000
'[16:15:14.325 12/08/2009]',2.000
'[16:15:14.331 12/08/2009]',-6.000
'[16:15:14.338 12/08/2009]',-9.000
'[16:15:14.344 12/08/2009]',-4.000
'[16:15:14.350 12/08/2009]',-21.000
'[16:15:14.356 12/08/2009]',-12.000
'[16:15:14.363 12/08/2009]',-6.000
'[16:15:14.369 12/08/2009]',-33.000
'[16:15:14.375 12/08/2009]',-29.000
'[16:15:14.381 12/08/2009]',-43.000
'[16:15:14.388 12/08/2009]',-34.000
'[16:15:14.394 12/08/2009]',-37.000
'[16:15:14.400 12/08/2009]',-41.000
'[16:15:14.406 12/08/2009]',-14.000
'[16:15:14.413 12/08/2009]',-16.000
'[16:15:14.419 12/08/2009]',-13.000
'[16:15:14.425 12/08/2009]',13.000
'[16:15:14.431 12/08/2009]',-22.000
'[16:15:14.438 12/08/2009]',-30.000
'[16:15:14.444 12/08/2009]',-35.000
'[16:15:14.450 12/08/2009]',-34.000
'[16:15:14.456 12/08/2009]',-39.000
'[16:15:14.463 12/08/2009]',-16.000
'[16:15:14.469 12/08/2009]',-36.000
'[16:15:14.475 12/08/2009]',-27.000
'[16:15:14.481 12/08/2009]',-29.000
'[16:15:14.488 12/08/2009]',-48.000
'[16:15:14.494 12/08/2009]',-27.000
'[16:15:14.500 12/08/2009]',-41.000
'[16:15:14.506 12/08/2009]',-49.000
'[16:15:14.513 12/08/2009]',-29.000
'[16:15:14.519 12/08/2009]',-42.000
'[16:15:14.525 12/08/2009]',-44.000
'[16:15:14.531 12/08/2009]',-35.000
'[16:15:14.538 12/08/2009]',-71.000
'[16:15:14.544 12/08/2009]',-52.000
'[16:15:14.550 12/08/2009]',-64.000
'[16:15:14.556 12/08/2009]',-63.000
'[16:15:14.563 12/08/2009]',-56.000
'[16:15:14.569 12/08/2009]',-31.000
'[16:15:14.575 12/08/2009]',16.000
'[16:15:14.581 12/08/2009]',96.000
'[16:15:14.588 12/08/2009]',104.000
'[16:15:14.594 12/08/2009]',81.000
'[16:15:14.600 12/08/2009]',18.000
'[16:15:14.606 12/08/2009]',31.000
'[16:15:14.613 12/08/2009]',30.000
'[16:15:14.619 12/08/2009]',9.000
'[16:15:14.625 12/08/2009]',-1.000
'[16:15:14.631 12/08/2009]',2.000
'[16:15:14.638 12/08/2009]',-1.000
'[16:15:14.644 12/08/2009]',9.000
'[16:15:14.650 12/08/2009]',-19.000
'[16:15:14.656 12/08/2009]',-13.000
'[16:15:14.663 12/08/2009]',1.000
'[16:15:14.669 12/08/2009]',-1.000
'[16:15:14.675 12/08/2009]',8.000
'[16:15:14.681 12/08/2009]',-13.000
'[16:15:14.688 12/08/2009]',6.000
'[16:15:14.694 12/08/2009]',-6.000
'[16:15:14.700 12/08/2009]',15.000
'[16:15:14.706 12/08/2009]',24.000
'[16:15:14.713 12/08/2009]',29.000
'[16:15:14.719 12/08/2009]',24.000
'[16:15:14.725 12/08/2009]',23.000
'[16:15:14.731 12/08/2009]',-18.000
'[16:15:14.738 12/08/2009]',-37.000
'[16:15:14.744 12/08/2009]',-37.000
'[16:15:14.750 12/08/2009]',-46.000
'[16:15:14.756 12/08/2009]',-54.000
'[16:15:14.763 12/08/2009]',-48.000
'[16:15:14.769 12/08/2009]',-45.000
'[16:15:14.775 12/08/2009]',-18.000
'[16:15:14.781 12/08/2009]',-21.000
'[16:15:14.788 12/08/2009]',1.000
'[16:15:14.794 12/08/2009]',29.000
'[16:15:14.800 12/08/2009]',16.000
'[16:15:14.806 12/08/2009]',26.000
'[16:15:14.813 12/08/2009]',31.000
'[16:15:14.819 12/08/2009]',33.000
'[16:15:14.825 12/08/2009]',41.000
'[16:15:14.831 12/08/2009]',53.000
'[16:15:14.838 12/08/2009]',30.000
'[16:15:14.844 12/08/2009]',55.000
'[16:15:14.850 12/08/2009]',40.000
'[16:15:14.856 12/08/2009]',53.000
'[16:15:14.863 12/08/2009]',52.000
'[16:15:14.869 12/08/2009]',11.000
'[16:15:14.875 12/08/2009]',4.000
'[16:15:14.881 12/08/2009]',-10.000
'[16:15:14.888 12/08/2009]',-36.000
'[16:15:14.894 12/08/2009]',-37.000
'[16:15:14.900 12/08/2009]',-89.000
'[16:15:14.906 12/08/2009]',-111.000
'[16:15:14.913 12/08/2009]',-109.000
'[16:15:14.919 12/08/2009]',-101.000
'[16:15:14.925 12/08/2009]',-91.000
'[16:15:14.931 12/08/2009]',-101.000
'[16:15:14.938 12/08/2009]',-90.000
'[16:15:14.944 12/08/2009]',-76.000
'[16:15:14.950 12/08/2009]',-59.000
'[16:15:14.956 12/08/2009]',-61.000
'[16:15:14.963 12/08/2009]',-40.000
'[16:15:14.969 12/08/2009]',-54.000
'[16:15:14.975 12/08/2009]',-17.000
'[16:15:14.981 12/08/2009]',-19.000
'[16:15:14.988 12/08/2009]',8.000
'[16:15:14.994 12/08/2009]',22.000
'[16:15:15.000 12/08/2009]',5.000
'[16:15:15.006 12/08/2009]',11.000
'[16:15:15.013 12/08/2009]',-8.000
'[16:15:15.019 12/08/2009]',-2.000
'[16:15:15.025 12/08/2009]',3.000
'[16:15:15.031 12/08/2009]',-6.000
'[16:15:15.038 12/08/2009]',-12.000
'[16:15:15.044 12/08/2009]',-8.000
'[16:15:15.050 12/08/2009]',-37.000
'[16:15:15.056 12/08/2009]',-53.000
'[16:15:15.063 12/08/2009]',-48.000
'[16:15:15.069 12/08/2009]',-70.000
'[16:15:15.075 12/08/2009]',-52.000
'[16:15:15.081 12/08/2009]',-39.000
'[16:15:15.088 12/08/2009]',-54.000
'[16:15:15.094 12/08/2009]',-35.000
'[16:15:15.100 12/08/2009]',-43.000
'[16:15:15.106 12/08/2009]',-30.000
'[16:15:15.113 12/08/2009]',-29.000
'[16:15:15.119 12/08/2009]',-47.000
'[16:15:15.125 12/08/2009]',-18.000
'[16:15:15.131 12/08/2009]',-29.000
'[16:15:15.138 12/08/2009]',-25.000
'[16:15:15.144 12/08/2009]',-25.000
'[16:15:15.150 12/08/2009]',-32.000
'[16:15:15.156 12/08/2009]',-17.000
'[16:15:15.163 12/08/2009]',-22.000
'[16:15:15.169 12/08/2009]',-34.000
'[16:15:15.175 12/08/2009]',7.000
'[16:15:15.181 12/08/2009]',24.000
'[16:15:15.188 12/08/2009]',-8.000
'[16:15:15.194 12/08/2009]',-2.000
'[16:15:15.200 12/08/2009]',-10.000
'[16:15:15.206 12/08/2009]',-2.000
'[16:15:15.213 12/08/2009]',31.000
'[16:15:15.219 12/08/2009]',24.000
'[16:15:15.225 12/08/2009]',41.000
'[16:15:15.231 12/08/2009]',13.000
'[16:15:15.238 12/08/2009]',7.000
'[16:15:15.244 12/08/2009]',27.000
'[16:15:15.250 12/08/2009]',-6.000
'[16:15:15.256 12/08/2009]',15.000
'[16:15:15.263 12/08/2009]',11.000
'[16:15:15.269 12/08/2009]',1.000
'[16:15:15.275 12/08/2009]',4.000
'[16:15:15.281 12/08/2009]',6.000
'[16:15:15.288 12/08/2009]',3.000
'[16:15:15.294 12/08/2009]',24.000
'[16:15:15.300 12/08/2009]',28.000
'[16:15:15.306 12/08/2009]',34.000
'[16:15:15.313 12/08/2009]',37.000
'[16:15:15.319 12/08/2009]',42.000
'[16:15:15.325 12/08/2009]',69.000
'[16:15:15.331 12/08/2009]',75.000
'[16:15:15.338 12/08/2009]',68.000
'[16:15:15.344 12/08/2009]',51.000
'[16:15:15.350 12/08/2009]',36.000
'[16:15:15.356 12/08/2009]',31.000
'[16:15:15.363 12/08/2009]',14.000
'[16:15:15.369 12/08/2009]',6.000
'[16:15:15.375 12/08/2009]',-1.000
'[16:15:15.381 12/08/2009]',-8.000
'[16:15:15.388 12/08/2009]',-1.000
'[16:15:15.394 12/08/2009]',12.000
'[16:15:15.400 12/08/2009]',-2.000
'[16:15:15.406 12/08/2009]',-24.000
'[16:15:15.413 12/08/2009]',-3.000
'[16:15:15.419 12/08/2009]',-16.000
'[16:15:15.425 12/08/2009]',4.000
'[16:15:15.431 12/08/2009]',-46.000
'[16:15:15.438 12/08/2009]',-69.000
'[16:15:15.444 12/08/2009]',-25.000
'[16:15:15.450 12/08/2009]',26.000
'[16:15:15.456 12/08/2009]',91.000
'[16:15:15.463 12/08/2009]',112.000
'[16:15:15.469 12/08/2009]',59.000
'[16:15:15.475 12/08/2009]',10.000
'[16:15:15.481 12/08/2009]',-27.000
'[16:15:15.488 12/08/2009]',-32.000
'[16:15:15.494 12/08/2009]',-39.000
'[16:15:15.500 12/08/2009]',-22.000
'[16:15:15.506 12/08/2009]',1.000
'[16:15:15.513 12/08/2009]',10.000
'[16:15:15.519 12/08/2009]',-26.000
'[16:15:15.525 12/08/2009]',-16.000
'[16:15:15.531 12/08/2009]',-35.000
'[16:15:15.538 12/08/2009]',-27.000
'[16:15:15.544 12/08/2009]',-10.000
'[16:15:15.550 12/08/2009]',-29.000
'[16:15:15.556 12/08/2009]',-26.000
'[16:15:15.563 12/08/2009]',-43.000
'[16:15:15.569 12/08/2009]',-17.000
'[16:15:15.575 12/08/2009]',-10.000
'[16:15:15.581 12/08/2009]',-11.000
'[16:15:15.588 12/08/2009]',-8.000
'[16:15:15.594 12/08/2009]',-6.000
'[16:15:15.600 12/08/2009]',-28.000
'[16:15:15.606 12/08/2009]',-31.000
'[16:15:15.613 12/08/2009]',-43.000
'[16:15:15.619 12/08/2009]',-40.000
'[16:15:15.625 12/08/2009]',-68.000
'[16:15:15.631 12/08/2009]',-64.000
'[16:15:15.638 12/08/2009]',-81.000
'[16:15:15.644 12/08/2009]',-89.000
'[16:15:15.650 12/08/2009]',-64.000
'[16:15:15.656 12/08/2009]',-49.000
'[16:15:15.663 12/08/2009]',-23.000
'[16:15:15.669 12/08/2009]',-31.000
'[16:15:15.675 12/08/2009]',-11.000
'[16:15:15.681 12/08/2009]',3.000
'[16:15:15.688 12/08/2009]',-8.000
'[16:15:15.694 12/08/2009]',-6.000
'[16:15:15.700 12/08/2009]',16.000
'[16:15:15.706 12/08/2009]',11.000
'[16:15:15.713 12/08/2009]',22.000
'[16:15:15.719 12/08/2009]',-6.000
'[16:15:15.725 12/08/2009]',4.000
'[16:15:15.731 12/08/2009]',5.000
'[16:15:15.738 12/08/2009]',16.000
'[16:15:15.744 12/08/2009]',44.000
'[16:15:15.750 12/08/2009]',43.000
'[16:15:15.756 12/08/2009]',46.000
'[16:15:15.763 12/08/2009]',25.000
'[16:15:15.769 12/08/2009]',7.000
'[16:15:15.775 12/08/2009]',14.000
'[16:15:15.781 12/08/2009]',14.000
'[16:15:15.788 12/08/2009]',-21.000
'[16:15:15.794 12/08/2009]',5.000
'[16:15:15.800 12/08/2009]',0.000
'[16:15:15.806 12/08/2009]',-17.000
'[16:15:15.813 12/08/2009]',-1.000
'[16:15:15.819 12/08/2009]',-17.000
'[16:15:15.825 12/08/2009]',-7.000
'[16:15:15.831 12/08/2009]',-5.000
'[16:15:15.838 12/08/2009]',8.000
'[16:15:15.844 12/08/2009]',15.000
'[16:15:15.850 12/08/2009]',17.000
'[16:15:15.856 12/08/2009]',37.000
'[16:15:15.863 12/08/2009]',62.000
'[16:15:15.869 12/08/2009]',56.000
'[16:15:15.875 12/08/2009]',44.000
'[16:15:15.881 12/08/2009]',-10.000
'[16:15:15.888 12/08/2009]',-36.000
'[16:15:15.894 12/08/2009]',-31.000
'[16:15:15.900 12/08/2009]',-29.000
'[16:15:15.906 12/08/2009]',-21.000
'[16:15:15.913 12/08/2009]',-7.000
'[16:15:15.919 12/08/2009]',-20.000
'[16:15:15.925 12/08/2009]',-18.000
'[16:15:15.931 12/08/2009]',-23.000
'[16:15:15.938 12/08/2009]',-20.000
'[16:15:15.944 12/08/2009]',-7.000
'[16:15:15.950 12/08/2009]',-28.000
'[16:15:15.956 12/08/2009]',-16.000
'[16:15:15.963 12/08/2009]',-6.000
'[16:15:15.969 12/08/2009]',-34.000
'[16:15:15.975 12/08/2009]',-24.000
'[16:15:15.981 12/08/2009]',-44.000
'[16:15:15.988 12/08/2009]',-11.000
'[16:15:15.994 12/08/2009]',-1.000
'[16:15:16.000 12/08/2009]',15.000
'[16:15:16.006 12/08/2009]',2.000
'[16:15:16.013 12/08/2009]',8.000
'[16:15:16.019 12/08/2009]',13.000
'[16:15:16.025 12/08/2009]',25.000
'[16:15:16.031 12/08/2009]',37.000
'[16:15:16.038 12/08/2009]',19.000
'[16:15:16.044 12/08/2009]',15.000
'[16:15:16.050 12/08/2009]',-21.000
'[16:15:16.056 12/08/2009]',-41.000
'[16:15:16.063 12/08/2009]',-54.000
'[16:15:16.069 12/08/2009]',-73.000
'[16:15:16.075 12/08/2009]',-63.000
'[16:15:16.081 12/08/2009]',-68.000
'[16:15:16.088 12/08/2009]',-53.000
'[16:15:16.094 12/08/2009]',-34.000
'[16:15:16.100 12/08/2009]',-29.000
'[16:15:16.106 12/08/2009]',-24.000
'[16:15:16.113 12/08/2009]',-16.000
'[16:15:16.119 12/08/2009]',-12.000
'[16:15:16.125 12/08/2009]',13.000
'[16:15:16.131 12/08/2009]',24.000
'[16:15:16.138 12/08/2009]',24.000
'[16:15:16.144 12/08/2009]',20.000
'[16:15:16.150 12/08/2009]',6.000
'[16:15:16.156 12/08/2009]',0.000
'[16:15:16.163 12/08/2009]',-1.000
'[16:15:16.169 12/08/2009]',2.000
'[16:15:16.175 12/08/2009]',19.000
'[16:15:16.181 12/08/2009]',46.000
'[16:15:16.188 12/08/2009]',40.000
'[16:15:16.194 12/08/2009]',56.000
'[16:15:16.200 12/08/2009]',54.000
'[16:15:16.206 12/08/2009]',44.000
'[16:15:16.213 12/08/2009]',41.000
'[16:15:16.219 12/08/2009]',-6.000
'[16:15:16.225 12/08/2009]',8.000
'[16:15:16.231 12/08/2009]',3.000
'[16:15:16.238 12/08/2009]',5.000
'[16:15:16.244 12/08/2009]',12.000
'[16:15:16.250 12/08/2009]',21.000
'[16:15:16.256 12/08/2009]',8.000
'[16:15:16.263 12/08/2009]',26.000
'[16:15:16.269 12/08/2009]',3.000
'[16:15:16.275 12/08/2009]',-17.000
'[16:15:16.281 12/08/2009]',-9.000
'[16:15:16.288 12/08/2009]',-33.000
'[16:15:16.294 12/08/2009]',-30.000
'[16:15:16.300 12/08/2009]',-28.000
'[16:15:16.306 12/08/2009]',-45.000
'[16:15:16.313 12/08/2009]',-18.000
'[16:15:16.319 12/08/2009]',-39.000
'[16:15:16.325 12/08/2009]',-23.000
'[16:15:16.331 12/08/2009]',-20.000
'[16:15:16.338 12/08/2009]',-7.000
'[16:15:16.344 12/08/2009]',40.000
'[16:15:16.350 12/08/2009]',83.000
'[16:15:16.356 12/08/2009]',145.000
'[16:15:16.363 12/08/2009]',118.000
'[16:15:16.369 12/08/2009]',72.000
'[16:15:16.375 12/08/2009]',5.000
'[16:15:16.381 12/08/2009]',-2.000
'[16:15:16.388 12/08/2009]',-17.000
'[16:15:16.394 12/08/2009]',-33.000
'[16:15:16.400 12/08/2009]',-48.000
'[16:15:16.406 12/08/2009]',-44.000
'[16:15:16.413 12/08/2009]',-42.000
'[16:15:16.419 12/08/2009]',-49.000
'[16:15:16.425 12/08/2009]',-33.000
'[16:15:16.431 12/08/2009]',-36.000
'[16:15:16.438 12/08/2009]',-40.000
'[16:15:16.444 12/08/2009]',-37.000
'[16:15:16.450 12/08/2009]',-50.000
'[16:15:16.456 12/08/2009]',-35.000
'[16:15:16.463 12/08/2009]',-10.000
'[16:15:16.469 12/08/2009]',-27.000
'[16:15:16.475 12/08/2009]',-17.000
'[16:15:16.481 12/08/2009]',-4.000
'[16:15:16.488 12/08/2009]',-4.000
'[16:15:16.494 12/08/2009]',27.000
'[16:15:16.500 12/08/2009]',14.000
'[16:15:16.506 12/08/2009]',2.000
'[16:15:16.513 12/08/2009]',15.000
'[16:15:16.519 12/08/2009]',-16.000
'[16:15:16.525 12/08/2009]',-14.000
'[16:15:16.531 12/08/2009]',-17.000
'[16:15:16.538 12/08/2009]',-42.000
'[16:15:16.544 12/08/2009]',-29.000
'[16:15:16.550 12/08/2009]',-46.000
'[16:15:16.556 12/08/2009]',-45.000
'[16:15:16.563 12/08/2009]',-44.000
'[16:15:16.569 12/08/2009]',-49.000
'[16:15:16.575 12/08/2009]',-35.000
'[16:15:16.581 12/08/2009]',-24.000
'[16:15:16.588 12/08/2009]',-44.000
'[16:15:16.594 12/08/2009]',-29.000
'[16:15:16.600 12/08/2009]',-14.000
'[16:15:16.606 12/08/2009]',22.000
'[16:15:16.613 12/08/2009]',26.000
'[16:15:16.619 12/08/2009]',29.000
'[16:15:16.625 12/08/2009]',47.000
'[16:15:16.631 12/08/2009]',65.000
'[16:15:16.638 12/08/2009]',64.000
'[16:15:16.644 12/08/2009]',65.000
'[16:15:16.650 12/08/2009]',33.000
'[16:15:16.656 12/08/2009]',20.000
'[16:15:16.663 12/08/2009]',35.000
'[16:15:16.669 12/08/2009]',-6.000
'[16:15:16.675 12/08/2009]',-16.000
'[16:15:16.681 12/08/2009]',-37.000
'[16:15:16.688 12/08/2009]',-29.000
'[16:15:16.694 12/08/2009]',-36.000
'[16:15:16.700 12/08/2009]',-29.000
